item_id,subset,task,reference_label,origin,qc_family,injected_wrong_label,source_row_id,source_sha256
69b77a53a796,subset_b,safety,malicious,audit_sample,,,d3ae7575f6c9aa12,a2feb9ac5e2528ba5134e59c5d8c29b371afa02c4184a8ecbdbe8c21128a189c
886708224033,subset_b,safety,safe,audit_sample,,,e895dfa9d83ebb1c,a2feb9ac5e2528ba5134e59c5d8c29b371afa02c4184a8ecbdbe8c21128a189c
1c1d86752f77,subset_b,safety,malicious,audit_sample,,,2ac018280309fda6,a2feb9ac5e2528ba5134e59c5d8c29b371afa02c4184a8ecbdbe8c21128a189c
ee2c1702692f,subset_b,safety,safe,audit_sample,,,71d86a3733ce97b1,a2feb9ac5e2528ba5134e59c5d8c29b371afa02c4184a8ecbdbe8c21128a189c
53c1f7c24689,subset_b,safety,malicious,audit_sample,,,c3eddab1a26badc8,a2feb9ac5e2528ba5134e59c5d8c29b371afa02c4184a8ecbdbe8c21128a189c
32b0ab8aea18,subset_b,safety,safe,audit_sample,,,1e2d434e2a7ff40f,a2feb9ac5e2528ba5134e59c5d8c29b371afa02c4184a8ecbdbe8c21128a189c
fff6f89ff5e8,subset_b,safety,malicious,audit_sample,,,e934199c65a21adc,a2feb9ac5e2528ba5134e59c5d8c29b371afa02c4184a8ecbdbe8c21128a189c
ea1b809f2676,subset_b,safety,safe,audit_sample,,,30d661537bc4c531,a2feb9ac5e2528ba5134e59c5d8c29b371afa02c4184a8ecbdbe8c21128a189c
70737bd49cb3,subset_b,safety,safe,audit_sample,,,3a741cacf880481d,a2feb9ac5e2528ba5134e59c5d8c29b371afa02c4184a8ecbdbe8c21128a189c
d1eb37fe2539,subset_b,safety,safe,audit_sample,,,e95339b75a1a39bb,a2feb9ac5e2528ba5134e59c5d8c29b371afa02c4184a8ecbdbe8c21128a189c
d3d083b9365f,subset_b,safety,safe,audit_sample,,,8af073f5702dfc55,a2feb9ac5e2528ba5134e59c5d8c29b371afa02c4184a8ecbdbe8c21128a189c
3b1224715584,subset_b,safety,malicious,qc_control,label_flip,safe,5306538aacffe38b,a2feb9ac5e2528ba5134e59c5d8c29b371afa02c4184a8ecbdbe8c21128a189c
03f1d865a35f,subset_b,safety,safe,audit_sample,,,d81b681ac6fbf136,a2feb9ac5e2528ba5134e59c5d8c29b371afa02c4184a8ecbdbe8c21128a189c
91a23e2e1106,subset_b,safety,malicious,audit_sample,,,45809a3d315ec36d,a2feb9ac5e2528ba5134e59c5d8c29b371afa02c4184a8ecbdbe8c21128a189c
39fb3ee6111a,subset_b,safety,safe,audit_sample,,,59ffa731adafbf4e,a2feb9ac5e2528ba5134e59c5d8c29b371afa02c4184a8ecbdbe8c21128a189c
b29ada0096d3,subset_b,safety,malicious,qc_control,label_flip,safe,fb789ddf288aa2e2,a2feb9ac5e2528ba5134e59c5d8c29b371afa02c4184a8ecbdbe8c21128a189c
ef014b0979da,subset_b,safety,malicious,audit_sample,,,0ae7ca5db0c87ace,a2feb9ac5e2528ba5134e59c5d8c29b371afa02c4184a8ecbdbe8c21128a189c
bf7f6e5fc3a0,subset_b,safety,malicious,audit_sample,,,cff5ec0756f068e9,a2feb9ac5e2528ba5134e59c5d8c29b371afa02c4184a8ecbdbe8c21128a189c
1ad5ac1ac886,subset_b,safety,malicious,qc_control,label_flip,safe,d85403e924c61afb,a2feb9ac5e2528ba5134e59c5d8c29b371afa02c4184a8ecbdbe8c21128a189c
b72c059294f9,subset_b,safety,safe,qc_control,label_flip,malicious,4fecb780d1dcb9f0,a2feb9ac5e2528ba5134e59c5d8c29b371afa02c4184a8ecbdbe8c21128a189c
fe81b7bc1371,subset_b,safety,safe,audit_sample,,,7bbbd7982ae909df,a2feb9ac5e2528ba5134e59c5d8c29b371afa02c4184a8ecbdbe8c21128a189c
272fb68cc8af,subset_b,safety,malicious,audit_sample,,,9ae5b3007e68fccc,a2feb9ac5e2528ba5134e59c5d8c29b371afa02c4184a8ecbdbe8c21128a189c
18d9de9da280,subset_b,safety,malicious,audit_sample,,,f93967193c3550fc,a2feb9ac5e2528ba5134e59c5d8c29b371afa02c4184a8ecbdbe8c21128a189c
08f1de78a157,subset_b,safety,malicious,audit_sample,,,db7fd52c55e3234e,a2feb9ac5e2528ba5134e59c5d8c29b371afa02c4184a8ecbdbe8c21128a189c
293264aff575,subset_c,relevance,in_domain,qc_control,label_flip,out_of_domain,337b960e3704581b,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
081521730235,subset_c,relevance,out_of_domain,audit_sample,,,5a7abc938ee8ac37,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
0fc72d3d199f,subset_c,relevance,out_of_domain,audit_sample,,,709b90b04d15e8ae,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
de70a498aa9e,subset_c,relevance,out_of_domain,audit_sample,,,23fa742f4b73bd98,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
8eb4508dd76c,subset_c,relevance,in_domain,audit_sample,,,c1b8c8f6975beb0d,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
d18d6c1f389f,subset_c,relevance,in_domain,audit_sample,,,e18b7b0b90007d39,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
edab9ec45f00,subset_c,relevance,out_of_domain,audit_sample,,,e9c449525d702a20,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
0c8c996c1801,subset_c,relevance,in_domain,audit_sample,,,c79046d6d93e635e,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
d35e56c75569,subset_c,relevance,in_domain,audit_sample,,,692280524cf45b06,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
95f397cffb2f,subset_c,relevance,in_domain,qc_control,label_flip,out_of_domain,52d1f18382d65f9b,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
f525e3c5e437,subset_c,relevance,out_of_domain,audit_sample,,,342fe9e4d7414b1d,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
04eb8705002a,subset_c,relevance,in_domain,audit_sample,,,ef2528c2c9474110,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
c448db112b83,subset_c,relevance,out_of_domain,audit_sample,,,19a11e646f749193,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
299c3cb60610,subset_c,relevance,out_of_domain,qc_control,label_flip,in_domain,4fbbc0bfbd72ff41,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
eb32cb3964e8,subset_c,relevance,in_domain,audit_sample,,,f8d2cd5a119f94e9,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
1c3693804f0f,subset_c,relevance,in_domain,qc_control,label_flip,out_of_domain,e28f396f9ebb5f62,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
865114a99d3b,subset_c,relevance,in_domain,qc_control,label_flip,out_of_domain,bcffe538682941bf,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
8c15fd7f871a,subset_c,relevance,in_domain,audit_sample,,,aee83a996df6383a,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
15ff17f78f62,subset_c,relevance,in_domain,audit_sample,,,389919d5d63b91a0,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
981e351fd2d5,subset_c,relevance,out_of_domain,qc_control,label_flip,in_domain,c8712441b30223dc,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
9dd08c1e9c2e,subset_c,relevance,out_of_domain,audit_sample,,,44d2a75c608bc218,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
4758cc259c00,subset_c,relevance,out_of_domain,audit_sample,,,c7e56f5ee61487d4,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
207eb58938ad,subset_c,relevance,out_of_domain,audit_sample,,,2c757c3448096161,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
37437a83d746,subset_c,relevance,out_of_domain,audit_sample,,,c59869c2f963e60f,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
d9eda5a1a0da,subset_c,relevance,in_domain,audit_sample,,,a04ebcf16d81363a,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
a6bad9695248,subset_c,relevance,out_of_domain,qc_control,label_flip,in_domain,170eafd3e170f054,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
239578f77ee8,subset_c,relevance,out_of_domain,audit_sample,,,a6b63ad1ced25e0d,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
bb7643e58be0,subset_c,relevance,out_of_domain,audit_sample,,,697a06d667fd4f3a,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
74d3ec2acde8,subset_c,relevance,out_of_domain,audit_sample,,,384e117c8040726b,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
699b043c53bd,subset_c,relevance,in_domain,audit_sample,,,19b5dae395832d3a,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
6891a258686f,subset_c,relevance,out_of_domain,audit_sample,,,e0de3e53f939d962,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
2aa0f7f1161c,subset_c,relevance,out_of_domain,audit_sample,,,df067e18a695b38e,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
de0122d7d845,subset_c,relevance,in_domain,audit_sample,,,6ec538ebbf415214,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
4df88edf1f3c,subset_c,relevance,in_domain,audit_sample,,,0b0a73c031da22c2,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
794c334aa405,subset_c,relevance,in_domain,audit_sample,,,401cb7f7bffd2a5f,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
e722c64418b3,subset_c,relevance,in_domain,audit_sample,,,7f6c5614ce12e1c4,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
39ee2c3c992e,subset_c,relevance,out_of_domain,audit_sample,,,7b16ee798f72d9df,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
ee02cdaf9418,subset_c,relevance,out_of_domain,qc_control,label_flip,in_domain,94dc39c12d77eeb4,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
8e17441d888f,subset_c,relevance,in_domain,audit_sample,,,8a2adaec7abf5d2a,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
26d5b7e0ed1d,subset_c,relevance,in_domain,audit_sample,,,19b064e3feff7831,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
3dd2a10a4d20,subset_c,relevance,out_of_domain,audit_sample,,,e8c408a39fd3f439,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
47db28784bdf,subset_c,relevance,in_domain,audit_sample,,,68d21efb9d5f9e88,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
847d4ab7f61f,subset_c,relevance,in_domain,audit_sample,,,59ab2939c5fcc87e,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
81ad016f8d62,subset_c,relevance,out_of_domain,audit_sample,,,49cb133620368707,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
aa6354b06041,subset_c,relevance,in_domain,audit_sample,,,bbeaa32ca003012c,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
0d861150ba21,subset_c,relevance,out_of_domain,audit_sample,,,483e669f81b94abc,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
dc215f5ccea8,subset_c,relevance,out_of_domain,audit_sample,,,25ae9f5ff5d65d4b,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
2f4bdb728afd,subset_c,relevance,in_domain,audit_sample,,,adc920515bd3c924,9cc39e4db12ab4a8bc67d6b59d364f3a81f8aad67468a42e6ff602033114a043
4c948a9f1d26,subset_d,nli,contradiction,qc_control,label_flip,entailment,6bdf49e0ef89f4b3,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
10374bbeceb2,subset_d,nli,contradiction,audit_sample,,,eb13cc5a7282933e,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
4279039ef558,subset_d,nli,entailment,audit_sample,,,cab2743cdd42823f,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
a7c5d93a125f,subset_d,nli,neutral,audit_sample,,,fd72c6ba07a3f5c3,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
fefb78ae9349,subset_d,nli,neutral,audit_sample,,,cfcb4af4ff687222,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
5fc239ef352e,subset_d,nli,neutral,audit_sample,,,da88028b23e83a54,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
504f11c9b3b5,subset_d,nli,entailment,qc_control,label_flip,neutral,8ceb6a386eb7ad51,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
bd857040e9a5,subset_d,nli,neutral,audit_sample,,,eb3e807ca4268739,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
74546582adbb,subset_d,nli,neutral,audit_sample,,,2f8cde7c4b1bcbb4,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
5743948b9c00,subset_d,nli,neutral,qc_control,label_flip,contradiction,4603963ad2b2c170,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
5817594ce851,subset_d,nli,contradiction,audit_sample,,,37e74399a9a2fa5a,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
e44979ecb98b,subset_d,nli,neutral,audit_sample,,,157baeeb4216b984,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
808ddf204517,subset_d,nli,entailment,audit_sample,,,401895eef9ed14b1,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
161e3b0e7c20,subset_d,nli,contradiction,audit_sample,,,6d5dcc8b29513fe5,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
c6e8363459f0,subset_d,nli,neutral,audit_sample,,,5fdd5e4065b9af71,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
7b66202b7653,subset_d,nli,neutral,audit_sample,,,f9459b816ea0971d,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
b371eab5efba,subset_d,nli,entailment,audit_sample,,,b70effe9b847701a,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
02f1ed8cc652,subset_d,nli,contradiction,audit_sample,,,2849548dee829cb2,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
224f4b8ea869,subset_d,nli,neutral,audit_sample,,,4e9491c1ca8b6d9d,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
dbb95cc642ff,subset_d,nli,entailment,audit_sample,,,e18ecb2628b74a4c,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
0a5bfdbebed3,subset_d,nli,entailment,audit_sample,,,610bae78451953bd,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
2287e9213ee8,subset_d,nli,neutral,qc_control,label_flip,contradiction,1a0e479fb7b3bdf0,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
cfcfc14e743f,subset_d,nli,neutral,audit_sample,,,0335cad70d11d8be,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
683f52995db1,subset_d,nli,contradiction,audit_sample,,,10a32a3919f4046f,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
240e9215afe5,subset_d,nli,entailment,audit_sample,,,ddb08d4f0d3b4dfc,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
54988ff34624,subset_d,nli,entailment,audit_sample,,,5149216f19adf40c,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
27dd4ceffc24,subset_d,nli,entailment,qc_control,label_flip,neutral,605f984dd5f3064d,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
c57ad8f258e0,subset_d,nli,contradiction,qc_control,label_flip,entailment,3164dd39b7d8bd0d,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
d7f56d1c933f,subset_d,nli,neutral,audit_sample,,,635266d6159ad779,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
dbb6e4a70859,subset_d,nli,neutral,audit_sample,,,acb15b313f58358c,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
e66d65cbf393,subset_d,nli,entailment,audit_sample,,,07ce94073c91fdd4,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
b4976ae8a4eb,subset_d,nli,entailment,audit_sample,,,30d96208d98d154c,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
6db8de4c2d38,subset_d,nli,neutral,audit_sample,,,9c4297d7976ae54d,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
8c1e2059df7a,subset_d,nli,neutral,audit_sample,,,f2a56fe64336a47e,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
1f9239af6955,subset_d,nli,neutral,qc_control,label_flip,contradiction,cb43bc248b048d6a,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
745bca9a8fbe,subset_d,nli,entailment,audit_sample,,,90bdeb1f048b3606,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
